Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,Location_Prefix,RDataPath,Tags
GO_MF_Danio_rerio_Marton_ensembl.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Danio_rerio_Marton_ensembl.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_MF_Danio_rerio_Marton_entrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Danio_rerio_Marton_entrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_MF_Danio_rerio_Marton_GeneName.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Danio_rerio_Marton_GeneName.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_MF_Danio_rerio_Marton_uniprot.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Danio_rerio_Marton_uniprot.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
mirna_Danio_rerio_genesymbol_Ensembl.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/mirna_Danio_rerio_genesymbol_Ensembl.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
mirna_Danio_rerio_genesymbol_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/mirna_Danio_rerio_genesymbol_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
mirna_Danio_rerio_genesymbol_UniprotKB.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/mirna_Danio_rerio_genesymbol_UniprotKB.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
mirna_Danio_rerio_genesymbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/mirna_Danio_rerio_genesymbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Pfam_Danio_rerio_Uniprot_Marton_Ensembl.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pfam_Danio_rerio_Uniprot_Marton_Ensembl.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Pfam_Danio_rerio_Uniprot_Marton_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pfam_Danio_rerio_Uniprot_Marton_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Pfam_Danio_rerio_Uniprot_Marton_Gene_symbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pfam_Danio_rerio_Uniprot_Marton_Gene_symbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Pfam_Danio_rerio_Uniprot_Marton.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pfam_Danio_rerio_Uniprot_Marton.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Reactome_Danio_rerio_Ensembl_Marton_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Reactome_Danio_rerio_Ensembl_Marton_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Reactome_Danio_rerio_Ensembl_Marton_Gene_symbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Reactome_Danio_rerio_Ensembl_Marton_Gene_symbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Reactome_Danio_rerio_Ensembl_Marton_UniProtKB.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Reactome_Danio_rerio_Ensembl_Marton_UniProtKB.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Reactome_Danio_rerio_Ensembl_Marton.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Reactome_Danio_rerio_Ensembl_Marton.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Reactome_Danio_rerio_Uniprot_Marton_Ensembl.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Reactome_Danio_rerio_Uniprot_Marton_Ensembl.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Reactome_Danio_rerio_Uniprot_Marton_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Reactome_Danio_rerio_Uniprot_Marton_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Reactome_Danio_rerio_Uniprot_Marton_Gene_symbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Reactome_Danio_rerio_Uniprot_Marton_Gene_symbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Reactome_Danio_rerio_Uniprot_Marton.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Reactome_Danio_rerio_Uniprot_Marton.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
SignaLink3_Danio_rerio_UniProt_Leila_Ensembl.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/SignaLink3_Danio_rerio_UniProt_Leila_Ensembl.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
SignaLink3_Danio_rerio_UniProt_Leila_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/SignaLink3_Danio_rerio_UniProt_Leila_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
SignaLink3_Danio_rerio_UniProt_Leila_Gene_symbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/SignaLink3_Danio_rerio_UniProt_Leila_Gene_symbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
SignaLink3_Danio_rerio_UniProt_Leila.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/SignaLink3_Danio_rerio_UniProt_Leila.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
wikipathways_entrez_Danio_rerio_Marton_Ensembl.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/wikipathways_entrez_Danio_rerio_Marton_Ensembl.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
wikipathways_entrez_Danio_rerio_Marton_Gene_symbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/wikipathways_entrez_Danio_rerio_Marton_Gene_symbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
wikipathways_entrez_Danio_rerio_Marton_UniProtKB.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/wikipathways_entrez_Danio_rerio_Marton_UniProtKB.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
wikipathways_entrez_Danio_rerio_Marton.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,NA,NA,NA,NA,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/wikipathways_entrez_Danio_rerio_Marton.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
Ensembl_Daphnia_pulex_10genes_LocusID_Leila_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://metazoa.ensembl.org/,Release 48,Daphnia_pulex,6669,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Ensembl_Daphnia_pulex_10genes_LocusID_Leila_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
